Time|User|Action
09/11/2015 13:27:54|tqbnam|login

09/11/2015 13:28:06|tqbnam|login

09/11/2015 16:46:52|nmphat|logout

09/11/2015 16:47:08|dtpyen|login

10/11/2015 08:22:13|tqbnam|logout

10/11/2015 08:22:43|dtpyen|login

10/11/2015 09:12:24|adao|login

10/11/2015 13:35:12|karl|logout

10/11/2015 13:35:17|nvnghi|login

10/11/2015 13:53:53|dtpyen|logout

10/11/2015 13:54:17|nmphat|login

11/11/2015 07:43:56|dtpyen|logout

11/11/2015 07:44:01|tqbnam|login

11/11/2015 07:47:34|admincmg|login

11/11/2015 09:41:05|mtinh|logout

11/11/2015 09:41:19|lnthe|login

11/11/2015 09:44:41|adao|login

11/11/2015 09:46:48|lnthe|logout

11/11/2015 09:48:52|lnthe|login

11/11/2015 10:05:06|lnthe|logout

11/11/2015 10:29:48|lnthe|login

11/11/2015 10:41:50|chdong|login

11/11/2015 10:42:28|lnthe|logout

12/11/2015 13:39:40|tqbnam|login

13/11/2015 10:04:14|tqbnam|logout

13/11/2015 10:04:33|dtpyen|login

13/11/2015 13:59:27|adao|login

13/11/2015 15:24:08|adao|login

13/11/2015 16:25:43|mtinh|login

14/11/2015 07:48:30|dtpyen|logout

14/11/2015 07:48:34|tqbnam|login

14/11/2015 07:55:53|nmphat|logout

14/11/2015 07:56:08|dtpyen|login

14/11/2015 13:50:09|dtpyen|logout

14/11/2015 13:50:29|dtpyen|login

14/11/2015 14:50:14|dtpyen|logout

14/11/2015 14:50:31|dtpyen|login

14/11/2015 16:32:07|dtpyen|logout

14/11/2015 16:32:30|dtpyen|login

16/11/2015 13:05:08|dtpyen|logout

16/11/2015 13:05:43|dtpyen|login

17/11/2015 14:14:20|dtpyen|logout

17/11/2015 14:14:31|nmphat|login

17/11/2015 14:37:05|tvhlam|login

18/11/2015 08:31:38|mtinh|logout

18/11/2015 08:31:38|mtinh|logout

18/11/2015 08:31:47|lnthe|login

18/11/2015 09:11:35|lnthe|logout

18/11/2015 09:11:44|mtinh|login

18/11/2015 13:10:11|nmphat|logout

18/11/2015 13:10:24|dtpyen|login

18/11/2015 13:36:07|tvhlam|login

19/11/2015 14:19:39|dtpyen|login

19/11/2015 16:15:51|admincmg|login

21/11/2015 13:54:34|tvhlam|login

23/11/2015 14:18:50|mtinh|login

25/11/2015 08:11:59|tqbnam|logout

25/11/2015 08:12:18|dtpyen|login

25/11/2015 16:00:03|dtpyen|logout

25/11/2015 16:00:16|dtpyen|login

25/11/2015 16:25:10|bhlinh|login

25/11/2015 16:31:09|dtpyen|logout

25/11/2015 16:31:27|tqbnam|login

25/11/2015 16:31:27|tqbnam|login

26/11/2015 07:40:49|bhlinh|login

26/11/2015 08:21:24|admincmg|logout

26/11/2015 08:21:59|karl|login

26/11/2015 09:42:05|dtpyen|login

26/11/2015 13:21:43|karl|logout

26/11/2015 13:21:51|admincmg|login

26/11/2015 13:34:20|adao|login

27/11/2015 09:14:00|dtpyen|logout

27/11/2015 09:14:15|bhlinh|login

28/11/2015 07:49:43|bhlinh|logout

28/11/2015 07:49:55|dtpyen|login

28/11/2015 09:28:57|mtinh|login

30/11/2015 08:39:01|karl|logout

30/11/2015 08:39:30|karl|login

30/11/2015 08:40:32|karl|logout

30/11/2015 08:40:49|karl|login

30/11/2015 09:36:48|bhlinh|login

04/12/2015 10:09:05|chdong|login

05/12/2015 08:22:46|dtpyen|login

06/12/2015 07:33:08|tqbnam|logout

06/12/2015 07:33:19|dtpyen|login

07/12/2015 16:26:37|mtinh|logout

07/12/2015 16:26:51||logout

08/12/2015 13:29:05|adao|login

08/12/2015 14:33:36|dtpyen|logout

08/12/2015 14:33:40|tqbnam|login

08/12/2015 15:28:08|lnthe|login

08/12/2015 15:29:07|lnthe|logout

08/12/2015 15:31:59|mtinh|login

08/12/2015 15:33:04|mtinh|logout

08/12/2015 15:33:17|chdong|login

09/12/2015 08:19:41|mtinh|login

09/12/2015 08:59:37|mtinh|logout

09/12/2015 08:59:49|lnthe|login

09/12/2015 09:00:36|lnthe|logout

09/12/2015 09:01:17|ctmhoa|login

09/12/2015 09:03:09|ctmhoa|logout

09/12/2015 09:03:21|mtinh|login

11/12/2015 10:43:22|admincmg|login

18/12/2015 13:42:31|mtinh|login

18/12/2015 14:41:01|mtinh|logout

23/12/2015 14:23:41|dtadao|logout

23/12/2015 14:24:20|mtinh|login

23/12/2015 14:25:59|mtinh|logout

24/12/2015 08:34:25|dtadao|login

24/12/2015 20:49:00|ctmhoa|login

25/12/2015 07:43:43|ctmhoa|login

25/12/2015 12:58:23|mtinh|login

28/12/2015 07:53:26|admincmg|login

28/12/2015 08:28:01|dtpyen|login

28/12/2015 08:40:12|dtpyen|logout

28/12/2015 08:40:49|dtpyen|login

28/12/2015 10:01:44|dtpyen|login

28/12/2015 10:03:14|lvman|login

28/12/2015 10:29:14|dtpyen|login

29/12/2015 13:33:37|tqbnam|login

29/12/2015 13:49:31|dtpyen|logout

29/12/2015 13:49:37|dtpyen|login

31/12/2015 17:42:00|chdong|login

02/01/2016 08:39:05|dtpyen|logout

02/01/2016 08:39:37|nmphat|login

02/01/2016 08:41:01|nmphat|logout

02/01/2016 08:41:16|dtpyen|login

02/01/2016 09:20:00|admincmg|login

02/01/2016 09:20:56|admincmg|logout

02/01/2016 09:21:14|dtpyen|login

02/01/2016 09:23:16|dtpyen|logout

02/01/2016 09:29:16|dtpyen|logout

02/01/2016 09:29:30|nmphat|login

02/01/2016 09:30:43|nmphat|logout

02/01/2016 09:30:55|dtpyen|login

04/01/2016 15:02:30|dtpyen|logout

04/01/2016 15:02:50|ntdung|login

05/01/2016 07:43:28|dtpyen|logout

05/01/2016 07:47:20|tvhlam|login

05/01/2016 08:52:05|tvhlam|logout

05/01/2016 08:52:19|lvman|login

05/01/2016 08:53:15|lvman|logout

05/01/2016 08:53:25|dtpyen|login

05/01/2016 08:53:50|dtpyen|logout

05/01/2016 08:54:23|admincmg|login

05/01/2016 08:55:06|admincmg|logout

05/01/2016 08:55:21|admincmg|logout

05/01/2016 08:55:21|admincmg|logout

05/01/2016 08:55:21|admincmg|logout

05/01/2016 08:55:33|admincmg|logout

05/01/2016 08:55:49|lvman|login

05/01/2016 09:00:16|lvman|logout

05/01/2016 13:36:21|mtinh|login

07/01/2016 07:59:57|dtpyen|logout

07/01/2016 08:04:25|dtpyen|login

07/01/2016 08:46:19|mtinh|login

08/01/2016 10:18:59|ntdung|login

08/01/2016 10:56:45|lvman|login

08/01/2016 16:02:14|ntdung|logout

08/01/2016 16:02:18|ntdung|login

11/01/2016 07:41:04|ntdung|logout

11/01/2016 07:41:20|ntdung|login

11/01/2016 15:01:24|mtinh|logout

11/01/2016 15:01:40|mtinh|login

12/01/2016 07:52:02|nvnghi|login

